,ID,Date,Temp_m,Generation,Irradiance,Capacity,Lat,Lon,Angle,Irradiance_m,Temp,Module,測站氣壓,海平面氣壓,測站最高氣壓,測站最高氣壓時間,測站最低氣壓,測站最低氣壓時間,氣溫,最高氣溫,最高氣溫時間,最低氣溫,最低氣溫時間,露點溫度,相對溼度,最小相對溼度,最小相對溼度時間,風速,風向,最大陣風,最大陣風風向,最大陣風風速時間,降水量,降水時數,最大十分鐘降水量,最大十分鐘降水量起始時間,最大六十分鐘降水量,最大六十分鐘降水量起始時間,日照時數,日照率,全天空日射量,能見度,A型蒸發量,日最高紫外線指數,日最高紫外線指數時間,總雲量
2678,2283,2021/7/21,43.9,2688,22.5,498.56,24.04,120.52,2.21,24342,30.9,AUO PM060MW3 320W,991.6 ,1001.2 ,994.5 ,2021-07-21 00:12 ,989.3 ,2021-07-21 16:34 ,29.3 ,34.1 ,2021-07-21 13:11 ,25.6 ,2021-07-21 05:21 ,23.5 ,72 ,52 ,2021-07-21 13:57 ,2.1 ,20 ,14.0 ,10 ,2021-07-21 16:10 ,T ,0.4 ,T ,2021-07-21 22:25 ,T ,2021-07-21 22:25 ,8.0 ,59.9 ,20.41 ,14.5 ,-1.0 ,7 ,2021-07-21 11:00 ,5.8 
2679,2284,2021/7/21,44.6,1987,22.5,352.0,24.07,120.47,0.0,85413,30.9,AUO PM060MW3 320W,991.6 ,1001.2 ,994.5 ,2021-07-21 00:12 ,989.3 ,2021-07-21 16:34 ,29.3 ,34.1 ,2021-07-21 13:11 ,25.6 ,2021-07-21 05:21 ,23.5 ,72 ,52 ,2021-07-21 13:57 ,2.1 ,20 ,14.0 ,10 ,2021-07-21 16:10 ,T ,0.4 ,T ,2021-07-21 22:25 ,T ,2021-07-21 22:25 ,8.0 ,59.9 ,20.41 ,14.5 ,-1.0 ,7 ,2021-07-21 11:00 ,5.8 
2680,2285,2021/7/21,46.4,572,22.5,99.2,24.08,120.5,1.76,97367,30.9,AUO PM060MW3 320W,991.6 ,1001.2 ,994.5 ,2021-07-21 00:12 ,989.3 ,2021-07-21 16:34 ,29.3 ,34.1 ,2021-07-21 13:11 ,25.6 ,2021-07-21 05:21 ,23.5 ,72 ,52 ,2021-07-21 13:57 ,2.1 ,20 ,14.0 ,10 ,2021-07-21 16:10 ,T ,0.4 ,T ,2021-07-21 22:25 ,T ,2021-07-21 22:25 ,8.0 ,59.9 ,20.41 ,14.5 ,-1.0 ,7 ,2021-07-21 11:00 ,5.8 
2681,2286,2021/7/21,49.4,1484,22.5,278.4,24.09,120.52,0.0,149367,30.9,AUO PM060MW3 320W,991.6 ,1001.2 ,994.5 ,2021-07-21 00:12 ,989.3 ,2021-07-21 16:34 ,29.3 ,34.1 ,2021-07-21 13:11 ,25.6 ,2021-07-21 05:21 ,23.5 ,72 ,52 ,2021-07-21 13:57 ,2.1 ,20 ,14.0 ,10 ,2021-07-21 16:10 ,T ,0.4 ,T ,2021-07-21 22:25 ,T ,2021-07-21 22:25 ,8.0 ,59.9 ,20.41 ,14.5 ,-1.0 ,7 ,2021-07-21 11:00 ,5.8 
2682,2287,2021/7/21,52.1,578,22.5,99.84,24.07,120.48,10.35,342350,30.9,AUO PM060MW3 320W,991.6 ,1001.2 ,994.5 ,2021-07-21 00:12 ,989.3 ,2021-07-21 16:34 ,29.3 ,34.1 ,2021-07-21 13:11 ,25.6 ,2021-07-21 05:21 ,23.5 ,72 ,52 ,2021-07-21 13:57 ,2.1 ,20 ,14.0 ,10 ,2021-07-21 16:10 ,T ,0.4 ,T ,2021-07-21 22:25 ,T ,2021-07-21 22:25 ,8.0 ,59.9 ,20.41 ,14.5 ,-1.0 ,7 ,2021-07-21 11:00 ,5.8 
2683,2290,2021/7/22,34.3,2004,15.54,492.8,24.107,120.44,4.63,24342,29.1,AUO PM060MW3 320W,986.5 ,996.1 ,990.4 ,2021-07-22 00:07 ,984.1 ,2021-07-22 16:13 ,27.9 ,31.6 ,2021-07-22 14:41 ,24.5 ,2021-07-22 04:22 ,24.9 ,84 ,68 ,2021-07-22 14:31 ,2.5 ,20 ,12.4 ,20 ,2021-07-22 15:40 ,11.5 ,3.9 ,4.0 ,2021-07-22 04:07 ,6.5 ,2021-07-22 04:07 ,4.1 ,30.7 ,17.40 ,13.9 ,-1.8 ,7 ,2021-07-22 13:00 ,8.9 
2684,2291,2021/7/22,34.3,1007,15.54,246.4,24.107,120.44,4.63,48683,29.1,AUO PM060MW3 320W,986.5 ,996.1 ,990.4 ,2021-07-22 00:07 ,984.1 ,2021-07-22 16:13 ,27.9 ,31.6 ,2021-07-22 14:41 ,24.5 ,2021-07-22 04:22 ,24.9 ,84 ,68 ,2021-07-22 14:31 ,2.5 ,20 ,12.4 ,20 ,2021-07-22 15:40 ,11.5 ,3.9 ,4.0 ,2021-07-22 04:07 ,6.5 ,2021-07-22 04:07 ,4.1 ,30.7 ,17.40 ,13.9 ,-1.8 ,7 ,2021-07-22 13:00 ,8.9 
2685,2294,2021/7/22,31.2,1067,15.54,267.52,24.08,120.52,-2.13,109900,29.2,AUO PM060MW3 320W,986.5 ,996.1 ,990.4 ,2021-07-22 00:07 ,984.1 ,2021-07-22 16:13 ,27.9 ,31.6 ,2021-07-22 14:41 ,24.5 ,2021-07-22 04:22 ,24.9 ,84 ,68 ,2021-07-22 14:31 ,2.5 ,20 ,12.4 ,20 ,2021-07-22 15:40 ,11.5 ,3.9 ,4.0 ,2021-07-22 04:07 ,6.5 ,2021-07-22 04:07 ,4.1 ,30.7 ,17.40 ,13.9 ,-1.8 ,7 ,2021-07-22 13:00 ,8.9 
2686,2295,2021/7/22,34.1,1393,15.54,352.0,24.07,120.47,0.0,57354,29.2,AUO PM060MW3 320W,986.5 ,996.1 ,990.4 ,2021-07-22 00:07 ,984.1 ,2021-07-22 16:13 ,27.9 ,31.6 ,2021-07-22 14:41 ,24.5 ,2021-07-22 04:22 ,24.9 ,84 ,68 ,2021-07-22 14:31 ,2.5 ,20 ,12.4 ,20 ,2021-07-22 15:40 ,11.5 ,3.9 ,4.0 ,2021-07-22 04:07 ,6.5 ,2021-07-22 04:07 ,4.1 ,30.7 ,17.40 ,13.9 ,-1.8 ,7 ,2021-07-22 13:00 ,8.9 
2687,2296,2021/7/22,34.9,2042,15.54,498.56,24.04,120.52,2.21,24342,29.2,AUO PM060MW3 320W,986.5 ,996.1 ,990.4 ,2021-07-22 00:07 ,984.1 ,2021-07-22 16:13 ,27.9 ,31.6 ,2021-07-22 14:41 ,24.5 ,2021-07-22 04:22 ,24.9 ,84 ,68 ,2021-07-22 14:31 ,2.5 ,20 ,12.4 ,20 ,2021-07-22 15:40 ,11.5 ,3.9 ,4.0 ,2021-07-22 04:07 ,6.5 ,2021-07-22 04:07 ,4.1 ,30.7 ,17.40 ,13.9 ,-1.8 ,7 ,2021-07-22 13:00 ,8.9 
2688,2297,2021/7/22,35.6,1270,15.54,314.88,24.06,120.47,0.0,55658,29.2,AUO PM060MW3 320W,986.5 ,996.1 ,990.4 ,2021-07-22 00:07 ,984.1 ,2021-07-22 16:13 ,27.9 ,31.6 ,2021-07-22 14:41 ,24.5 ,2021-07-22 04:22 ,24.9 ,84 ,68 ,2021-07-22 14:31 ,2.5 ,20 ,12.4 ,20 ,2021-07-22 15:40 ,11.5 ,3.9 ,4.0 ,2021-07-22 04:07 ,6.5 ,2021-07-22 04:07 ,4.1 ,30.7 ,17.40 ,13.9 ,-1.8 ,7 ,2021-07-22 13:00 ,8.9 
2689,2298,2021/7/22,39.6,395,15.54,99.2,24.08,120.5,1.76,97367,29.2,AUO PM060MW3 320W,986.5 ,996.1 ,990.4 ,2021-07-22 00:07 ,984.1 ,2021-07-22 16:13 ,27.9 ,31.6 ,2021-07-22 14:41 ,24.5 ,2021-07-22 04:22 ,24.9 ,84 ,68 ,2021-07-22 14:31 ,2.5 ,20 ,12.4 ,20 ,2021-07-22 15:40 ,11.5 ,3.9 ,4.0 ,2021-07-22 04:07 ,6.5 ,2021-07-22 04:07 ,4.1 ,30.7 ,17.40 ,13.9 ,-1.8 ,7 ,2021-07-22 13:00 ,8.9 
2690,2299,2021/7/22,40.3,1119,15.54,278.4,24.09,120.52,0.0,107933,29.2,AUO PM060MW3 320W,986.5 ,996.1 ,990.4 ,2021-07-22 00:07 ,984.1 ,2021-07-22 16:13 ,27.9 ,31.6 ,2021-07-22 14:41 ,24.5 ,2021-07-22 04:22 ,24.9 ,84 ,68 ,2021-07-22 14:31 ,2.5 ,20 ,12.4 ,20 ,2021-07-22 15:40 ,11.5 ,3.9 ,4.0 ,2021-07-22 04:07 ,6.5 ,2021-07-22 04:07 ,4.1 ,30.7 ,17.40 ,13.9 ,-1.8 ,7 ,2021-07-22 13:00 ,8.9 
2691,2300,2021/7/22,41.8,393,15.54,99.84,24.07,120.48,10.35,222633,29.2,AUO PM060MW3 320W,986.5 ,996.1 ,990.4 ,2021-07-22 00:07 ,984.1 ,2021-07-22 16:13 ,27.9 ,31.6 ,2021-07-22 14:41 ,24.5 ,2021-07-22 04:22 ,24.9 ,84 ,68 ,2021-07-22 14:31 ,2.5 ,20 ,12.4 ,20 ,2021-07-22 15:40 ,11.5 ,3.9 ,4.0 ,2021-07-22 04:07 ,6.5 ,2021-07-22 04:07 ,4.1 ,30.7 ,17.40 ,13.9 ,-1.8 ,7 ,2021-07-22 13:00 ,8.9 
2692,2303,2021/7/23,41.5,2139,13.62,492.8,24.107,120.44,4.63,63217,28.9,AUO PM060MW3 320W,984.3 ,994.0 ,985.7 ,2021-07-23 00:16 ,982.6 ,2021-07-23 17:21 ,27.4 ,30.3 ,2021-07-23 15:17 ,25.2 ,2021-07-23 04:13 ,25.1 ,87 ,74 ,2021-07-23 15:17 ,3.0 ,10 ,15.3 ,40 ,2021-07-23 13:24 ,28.5 ,10.3 ,5.5 ,2021-07-23 05:17 ,10.5 ,2021-07-23 04:59 ,2.5 ,18.8 ,15.54 ,15.4 ,-1.1 ,8 ,2021-07-23 12:00 ,7.4 
2693,2304,2021/7/23,41.5,1074,13.62,246.4,24.107,120.44,4.63,126433,28.9,AUO PM060MW3 320W,984.3 ,994.0 ,985.7 ,2021-07-23 00:16 ,982.6 ,2021-07-23 17:21 ,27.4 ,30.3 ,2021-07-23 15:17 ,25.2 ,2021-07-23 04:13 ,25.1 ,87 ,74 ,2021-07-23 15:17 ,3.0 ,10 ,15.3 ,40 ,2021-07-23 13:24 ,28.5 ,10.3 ,5.5 ,2021-07-23 05:17 ,10.5 ,2021-07-23 04:59 ,2.5 ,18.8 ,15.54 ,15.4 ,-1.1 ,8 ,2021-07-23 12:00 ,7.4 
2694,2305,2021/7/23,31.1,782,13.62,267.52,24.08,120.52,-2.13,81450,29.3,AUO PM060MW3 320W,984.3 ,994.0 ,985.7 ,2021-07-23 00:16 ,982.6 ,2021-07-23 17:21 ,27.4 ,30.3 ,2021-07-23 15:17 ,25.2 ,2021-07-23 04:13 ,25.1 ,87 ,74 ,2021-07-23 15:17 ,3.0 ,10 ,15.3 ,40 ,2021-07-23 13:24 ,28.5 ,10.3 ,5.5 ,2021-07-23 05:17 ,10.5 ,2021-07-23 04:59 ,2.5 ,18.8 ,15.54 ,15.4 ,-1.1 ,8 ,2021-07-23 12:00 ,7.4 
2695,2306,2021/7/23,34.0,1466,13.62,498.56,24.04,120.52,2.21,63217,29.3,AUO PM060MW3 320W,984.3 ,994.0 ,985.7 ,2021-07-23 00:16 ,982.6 ,2021-07-23 17:21 ,27.4 ,30.3 ,2021-07-23 15:17 ,25.2 ,2021-07-23 04:13 ,25.1 ,87 ,74 ,2021-07-23 15:17 ,3.0 ,10 ,15.3 ,40 ,2021-07-23 13:24 ,28.5 ,10.3 ,5.5 ,2021-07-23 05:17 ,10.5 ,2021-07-23 04:59 ,2.5 ,18.8 ,15.54 ,15.4 ,-1.1 ,8 ,2021-07-23 12:00 ,7.4 
2696,2307,2021/7/23,34.2,1193,13.62,352.0,24.07,120.47,0.0,46621,29.3,AUO PM060MW3 320W,984.3 ,994.0 ,985.7 ,2021-07-23 00:16 ,982.6 ,2021-07-23 17:21 ,27.4 ,30.3 ,2021-07-23 15:17 ,25.2 ,2021-07-23 04:13 ,25.1 ,87 ,74 ,2021-07-23 15:17 ,3.0 ,10 ,15.3 ,40 ,2021-07-23 13:24 ,28.5 ,10.3 ,5.5 ,2021-07-23 05:17 ,10.5 ,2021-07-23 04:59 ,2.5 ,18.8 ,15.54 ,15.4 ,-1.1 ,8 ,2021-07-23 12:00 ,7.4 
2697,2308,2021/7/23,34.7,1047,13.62,314.88,24.06,120.47,0.0,44346,29.3,AUO PM060MW3 320W,984.3 ,994.0 ,985.7 ,2021-07-23 00:16 ,982.6 ,2021-07-23 17:21 ,27.4 ,30.3 ,2021-07-23 15:17 ,25.2 ,2021-07-23 04:13 ,25.1 ,87 ,74 ,2021-07-23 15:17 ,3.0 ,10 ,15.3 ,40 ,2021-07-23 13:24 ,28.5 ,10.3 ,5.5 ,2021-07-23 05:17 ,10.5 ,2021-07-23 04:59 ,2.5 ,18.8 ,15.54 ,15.4 ,-1.1 ,8 ,2021-07-23 12:00 ,7.4 
2698,2309,2021/7/23,36.7,832,13.62,278.4,24.09,120.52,0.0,80242,29.3,AUO PM060MW3 320W,984.3 ,994.0 ,985.7 ,2021-07-23 00:16 ,982.6 ,2021-07-23 17:21 ,27.4 ,30.3 ,2021-07-23 15:17 ,25.2 ,2021-07-23 04:13 ,25.1 ,87 ,74 ,2021-07-23 15:17 ,3.0 ,10 ,15.3 ,40 ,2021-07-23 13:24 ,28.5 ,10.3 ,5.5 ,2021-07-23 05:17 ,10.5 ,2021-07-23 04:59 ,2.5 ,18.8 ,15.54 ,15.4 ,-1.1 ,8 ,2021-07-23 12:00 ,7.4 
2699,2310,2021/7/23,37.0,307,13.62,99.2,24.08,120.5,1.76,252867,29.3,AUO PM060MW3 320W,984.3 ,994.0 ,985.7 ,2021-07-23 00:16 ,982.6 ,2021-07-23 17:21 ,27.4 ,30.3 ,2021-07-23 15:17 ,25.2 ,2021-07-23 04:13 ,25.1 ,87 ,74 ,2021-07-23 15:17 ,3.0 ,10 ,15.3 ,40 ,2021-07-23 13:24 ,28.5 ,10.3 ,5.5 ,2021-07-23 05:17 ,10.5 ,2021-07-23 04:59 ,2.5 ,18.8 ,15.54 ,15.4 ,-1.1 ,8 ,2021-07-23 12:00 ,7.4 
2700,2311,2021/7/23,42.3,334,13.62,99.84,24.07,120.48,10.35,177383,29.3,AUO PM060MW3 320W,984.3 ,994.0 ,985.7 ,2021-07-23 00:16 ,982.6 ,2021-07-23 17:21 ,27.4 ,30.3 ,2021-07-23 15:17 ,25.2 ,2021-07-23 04:13 ,25.1 ,87 ,74 ,2021-07-23 15:17 ,3.0 ,10 ,15.3 ,40 ,2021-07-23 13:24 ,28.5 ,10.3 ,5.5 ,2021-07-23 05:17 ,10.5 ,2021-07-23 04:59 ,2.5 ,18.8 ,15.54 ,15.4 ,-1.1 ,8 ,2021-07-23 12:00 ,7.4 
2701,2318,2021/7/24,48.7,2219,13.92,492.8,24.107,120.44,4.63,65813,29.8,AUO PM060MW3 320W,986.7 ,996.4 ,988.8 ,2021-07-24 23:21 ,984.7 ,2021-07-24 02:24 ,28.0 ,30.9 ,2021-07-24 14:13 ,25.4 ,2021-07-24 08:00 ,24.3 ,81 ,64 ,2021-07-24 13:43 ,1.8 ,340 ,10.7 ,360 ,2021-07-24 03:09 ,5.0 ,4.2 ,1.0 ,2021-07-24 07:38 ,2.5 ,2021-07-24 07:38 ,1.5 ,11.3 ,12.07 ,13.3 ,-1.9 ,6 ,2021-07-24 11:00 ,8.4 
2702,2319,2021/7/24,48.7,1114,13.92,246.4,24.107,120.44,4.63,131625,29.8,AUO PM060MW3 320W,986.7 ,996.4 ,988.8 ,2021-07-24 23:21 ,984.7 ,2021-07-24 02:24 ,28.0 ,30.9 ,2021-07-24 14:13 ,25.4 ,2021-07-24 08:00 ,24.3 ,81 ,64 ,2021-07-24 13:43 ,1.8 ,340 ,10.7 ,360 ,2021-07-24 03:09 ,5.0 ,4.2 ,1.0 ,2021-07-24 07:38 ,2.5 ,2021-07-24 07:38 ,1.5 ,11.3 ,12.07 ,13.3 ,-1.9 ,6 ,2021-07-24 11:00 ,8.4 
2703,2320,2021/7/24,31.6,1032,13.92,267.52,24.08,120.52,-2.13,103033,30.3,AUO PM060MW3 320W,986.7 ,996.4 ,988.8 ,2021-07-24 23:21 ,984.7 ,2021-07-24 02:24 ,28.0 ,30.9 ,2021-07-24 14:13 ,25.4 ,2021-07-24 08:00 ,24.3 ,81 ,64 ,2021-07-24 13:43 ,1.8 ,340 ,10.7 ,360 ,2021-07-24 03:09 ,5.0 ,4.2 ,1.0 ,2021-07-24 07:38 ,2.5 ,2021-07-24 07:38 ,1.5 ,11.3 ,12.07 ,13.3 ,-1.9 ,6 ,2021-07-24 11:00 ,8.4 
2704,2321,2021/7/24,39.6,1934,13.92,498.56,24.04,120.52,2.21,65813,30.3,AUO PM060MW3 320W,986.7 ,996.4 ,988.8 ,2021-07-24 23:21 ,984.7 ,2021-07-24 02:24 ,28.0 ,30.9 ,2021-07-24 14:13 ,25.4 ,2021-07-24 08:00 ,24.3 ,81 ,64 ,2021-07-24 13:43 ,1.8 ,340 ,10.7 ,360 ,2021-07-24 03:09 ,5.0 ,4.2 ,1.0 ,2021-07-24 07:38 ,2.5 ,2021-07-24 07:38 ,1.5 ,11.3 ,12.07 ,13.3 ,-1.9 ,6 ,2021-07-24 11:00 ,8.4 
2705,2322,2021/7/24,46.5,1654,13.92,352.0,24.07,120.47,0.0,68763,30.3,AUO PM060MW3 320W,986.7 ,996.4 ,988.8 ,2021-07-24 23:21 ,984.7 ,2021-07-24 02:24 ,28.0 ,30.9 ,2021-07-24 14:13 ,25.4 ,2021-07-24 08:00 ,24.3 ,81 ,64 ,2021-07-24 13:43 ,1.8 ,340 ,10.7 ,360 ,2021-07-24 03:09 ,5.0 ,4.2 ,1.0 ,2021-07-24 07:38 ,2.5 ,2021-07-24 07:38 ,1.5 ,11.3 ,12.07 ,13.3 ,-1.9 ,6 ,2021-07-24 11:00 ,8.4 
2706,2323,2021/7/24,46.5,1090,13.92,278.4,24.09,120.52,0.0,101200,30.3,AUO PM060MW3 320W,986.7 ,996.4 ,988.8 ,2021-07-24 23:21 ,984.7 ,2021-07-24 02:24 ,28.0 ,30.9 ,2021-07-24 14:13 ,25.4 ,2021-07-24 08:00 ,24.3 ,81 ,64 ,2021-07-24 13:43 ,1.8 ,340 ,10.7 ,360 ,2021-07-24 03:09 ,5.0 ,4.2 ,1.0 ,2021-07-24 07:38 ,2.5 ,2021-07-24 07:38 ,1.5 ,11.3 ,12.07 ,13.3 ,-1.9 ,6 ,2021-07-24 11:00 ,8.4 
2707,2324,2021/7/24,47.3,425,13.92,99.2,24.08,120.5,1.76,263250,30.3,AUO PM060MW3 320W,986.7 ,996.4 ,988.8 ,2021-07-24 23:21 ,984.7 ,2021-07-24 02:24 ,28.0 ,30.9 ,2021-07-24 14:13 ,25.4 ,2021-07-24 08:00 ,24.3 ,81 ,64 ,2021-07-24 13:43 ,1.8 ,340 ,10.7 ,360 ,2021-07-24 03:09 ,5.0 ,4.2 ,1.0 ,2021-07-24 07:38 ,2.5 ,2021-07-24 07:38 ,1.5 ,11.3 ,12.07 ,13.3 ,-1.9 ,6 ,2021-07-24 11:00 ,8.4 
2708,2325,2021/7/24,47.7,1450,13.92,314.88,24.06,120.47,0.0,64646,30.3,AUO PM060MW3 320W,986.7 ,996.4 ,988.8 ,2021-07-24 23:21 ,984.7 ,2021-07-24 02:24 ,28.0 ,30.9 ,2021-07-24 14:13 ,25.4 ,2021-07-24 08:00 ,24.3 ,81 ,64 ,2021-07-24 13:43 ,1.8 ,340 ,10.7 ,360 ,2021-07-24 03:09 ,5.0 ,4.2 ,1.0 ,2021-07-24 07:38 ,2.5 ,2021-07-24 07:38 ,1.5 ,11.3 ,12.07 ,13.3 ,-1.9 ,6 ,2021-07-24 11:00 ,8.4 
2709,2326,2021/7/24,50.2,453,13.92,99.84,24.07,120.48,10.35,258583,30.3,AUO PM060MW3 320W,986.7 ,996.4 ,988.8 ,2021-07-24 23:21 ,984.7 ,2021-07-24 02:24 ,28.0 ,30.9 ,2021-07-24 14:13 ,25.4 ,2021-07-24 08:00 ,24.3 ,81 ,64 ,2021-07-24 13:43 ,1.8 ,340 ,10.7 ,360 ,2021-07-24 03:09 ,5.0 ,4.2 ,1.0 ,2021-07-24 07:38 ,2.5 ,2021-07-24 07:38 ,1.5 ,11.3 ,12.07 ,13.3 ,-1.9 ,6 ,2021-07-24 11:00 ,8.4 
2710,2329,2021/7/25,43.6,2166,23.23,492.8,24.107,120.44,4.63,63900,30.5,AUO PM060MW3 320W,988.7 ,998.3 ,990.6 ,2021-07-25 21:55 ,987.0 ,2021-07-25 15:33 ,29.8 ,33.6 ,2021-07-25 14:53 ,25.7 ,2021-07-25 05:31 ,25.1 ,76 ,59 ,2021-07-25 13:24 ,2.2 ,200 ,9.6 ,200 ,2021-07-25 16:27 ,0.5 ,0.3 ,0.5 ,2021-07-25 05:06 ,0.5 ,2021-07-25 05:06 ,5.5 ,41.4 ,19.47 ,13.1 ,-5.0 ,8 ,2021-07-25 12:00 ,6.8 
2711,2330,2021/7/25,43.6,1086,23.23,246.4,24.107,120.44,4.63,127800,30.5,AUO PM060MW3 320W,988.7 ,998.3 ,990.6 ,2021-07-25 21:55 ,987.0 ,2021-07-25 15:33 ,29.8 ,33.6 ,2021-07-25 14:53 ,25.7 ,2021-07-25 05:31 ,25.1 ,76 ,59 ,2021-07-25 13:24 ,2.2 ,200 ,9.6 ,200 ,2021-07-25 16:27 ,0.5 ,0.3 ,0.5 ,2021-07-25 05:06 ,0.5 ,2021-07-25 05:06 ,5.5 ,41.4 ,19.47 ,13.1 ,-5.0 ,8 ,2021-07-25 12:00 ,6.8 
2712,2331,2021/7/25,33.3,1209,23.23,267.52,24.08,120.52,-2.13,131108,30.7,AUO PM060MW3 320W,988.7 ,998.3 ,990.6 ,2021-07-25 21:55 ,987.0 ,2021-07-25 15:33 ,29.8 ,33.6 ,2021-07-25 14:53 ,25.7 ,2021-07-25 05:31 ,25.1 ,76 ,59 ,2021-07-25 13:24 ,2.2 ,200 ,9.6 ,200 ,2021-07-25 16:27 ,0.5 ,0.3 ,0.5 ,2021-07-25 05:06 ,0.5 ,2021-07-25 05:06 ,5.5 ,41.4 ,19.47 ,13.1 ,-5.0 ,8 ,2021-07-25 12:00 ,6.8 
2713,2332,2021/7/25,38.7,1265,23.23,278.4,24.09,120.52,0.0,130442,30.7,AUO PM060MW3 320W,988.7 ,998.3 ,990.6 ,2021-07-25 21:55 ,987.0 ,2021-07-25 15:33 ,29.8 ,33.6 ,2021-07-25 14:53 ,25.7 ,2021-07-25 05:31 ,25.1 ,76 ,59 ,2021-07-25 13:24 ,2.2 ,200 ,9.6 ,200 ,2021-07-25 16:27 ,0.5 ,0.3 ,0.5 ,2021-07-25 05:06 ,0.5 ,2021-07-25 05:06 ,5.5 ,41.4 ,19.47 ,13.1 ,-5.0 ,8 ,2021-07-25 12:00 ,6.8 
2714,2333,2021/7/25,38.9,1638,23.23,352.0,24.07,120.47,0.0,67008,30.7,AUO PM060MW3 320W,988.7 ,998.3 ,990.6 ,2021-07-25 21:55 ,987.0 ,2021-07-25 15:33 ,29.8 ,33.6 ,2021-07-25 14:53 ,25.7 ,2021-07-25 05:31 ,25.1 ,76 ,59 ,2021-07-25 13:24 ,2.2 ,200 ,9.6 ,200 ,2021-07-25 16:27 ,0.5 ,0.3 ,0.5 ,2021-07-25 05:06 ,0.5 ,2021-07-25 05:06 ,5.5 ,41.4 ,19.47 ,13.1 ,-5.0 ,8 ,2021-07-25 12:00 ,6.8 
2715,2334,2021/7/25,45.5,1454,23.23,314.88,24.06,120.47,0.0,65729,30.7,AUO PM060MW3 320W,988.7 ,998.3 ,990.6 ,2021-07-25 21:55 ,987.0 ,2021-07-25 15:33 ,29.8 ,33.6 ,2021-07-25 14:53 ,25.7 ,2021-07-25 05:31 ,25.1 ,76 ,59 ,2021-07-25 13:24 ,2.2 ,200 ,9.6 ,200 ,2021-07-25 16:27 ,0.5 ,0.3 ,0.5 ,2021-07-25 05:06 ,0.5 ,2021-07-25 05:06 ,5.5 ,41.4 ,19.47 ,13.1 ,-5.0 ,8 ,2021-07-25 12:00 ,6.8 
2716,2335,2021/7/25,47.6,475,23.23,99.2,24.08,120.5,1.76,255600,30.7,AUO PM060MW3 320W,988.7 ,998.3 ,990.6 ,2021-07-25 21:55 ,987.0 ,2021-07-25 15:33 ,29.8 ,33.6 ,2021-07-25 14:53 ,25.7 ,2021-07-25 05:31 ,25.1 ,76 ,59 ,2021-07-25 13:24 ,2.2 ,200 ,9.6 ,200 ,2021-07-25 16:27 ,0.5 ,0.3 ,0.5 ,2021-07-25 05:06 ,0.5 ,2021-07-25 05:06 ,5.5 ,41.4 ,19.47 ,13.1 ,-5.0 ,8 ,2021-07-25 12:00 ,6.8 
2717,2336,2021/7/25,50.6,457,23.23,99.84,24.07,120.48,10.35,262917,30.7,AUO PM060MW3 320W,988.7 ,998.3 ,990.6 ,2021-07-25 21:55 ,987.0 ,2021-07-25 15:33 ,29.8 ,33.6 ,2021-07-25 14:53 ,25.7 ,2021-07-25 05:31 ,25.1 ,76 ,59 ,2021-07-25 13:24 ,2.2 ,200 ,9.6 ,200 ,2021-07-25 16:27 ,0.5 ,0.3 ,0.5 ,2021-07-25 05:06 ,0.5 ,2021-07-25 05:06 ,5.5 ,41.4 ,19.47 ,13.1 ,-5.0 ,8 ,2021-07-25 12:00 ,6.8 
2718,2337,2021/7/25,51.6,2565,23.23,498.56,24.04,120.52,2.21,63900,30.7,AUO PM060MW3 320W,988.7 ,998.3 ,990.6 ,2021-07-25 21:55 ,987.0 ,2021-07-25 15:33 ,29.8 ,33.6 ,2021-07-25 14:53 ,25.7 ,2021-07-25 05:31 ,25.1 ,76 ,59 ,2021-07-25 13:24 ,2.2 ,200 ,9.6 ,200 ,2021-07-25 16:27 ,0.5 ,0.3 ,0.5 ,2021-07-25 05:06 ,0.5 ,2021-07-25 05:06 ,5.5 ,41.4 ,19.47 ,13.1 ,-5.0 ,8 ,2021-07-25 12:00 ,6.8 
2719,2342,2021/7/26,50.7,2159,14.5,492.8,24.107,120.44,4.63,64379,30.3,AUO PM060MW3 320W,988.6 ,998.2 ,990.4 ,2021-07-26 00:01 ,986.8 ,2021-07-26 15:22 ,28.9 ,32.5 ,2021-07-26 14:58 ,26.4 ,2021-07-26 10:41 ,25.8 ,84 ,68 ,2021-07-26 15:02 ,1.8 ,200 ,10.7 ,220 ,2021-07-26 10:36 ,21.0 ,2.6 ,11.5 ,2021-07-26 10:35 ,12.5 ,2021-07-26 10:25 ,3.0 ,22.6 ,13.51 ,13.3 ,-2.4 ,8 ,2021-07-26 14:00 ,6.0 
2720,2343,2021/7/26,50.7,1089,14.5,246.4,24.107,120.44,4.63,128758,30.3,AUO PM060MW3 320W,988.6 ,998.2 ,990.4 ,2021-07-26 00:01 ,986.8 ,2021-07-26 15:22 ,28.9 ,32.5 ,2021-07-26 14:58 ,26.4 ,2021-07-26 10:41 ,25.8 ,84 ,68 ,2021-07-26 15:02 ,1.8 ,200 ,10.7 ,220 ,2021-07-26 10:36 ,21.0 ,2.6 ,11.5 ,2021-07-26 10:35 ,12.5 ,2021-07-26 10:25 ,3.0 ,22.6 ,13.51 ,13.3 ,-2.4 ,8 ,2021-07-26 14:00 ,6.0 
